paper id,last_name,first_name,full_name,gender,confidence,gd_gender,gg_gender,genderize_gender,ns_gender,genderize_probability,ns_probability
704.0002,Theran,Louis,Louis Theran,male,1.0,male,male,male,male,0.97,0.985889519459518
704.0004,Callan,David,David Callan,male,1.0,male,male,male,male,0.99,0.9967401344347256
704.0005,Abu-Shammala,Wael,Wael Abu-Shammala,male,1.0,male,male,male,male,0.98,0.9930820938478816
704.0005,Torchinsky,Alberto,Alberto Torchinsky,male,1.0,male,male,male,male,0.99,0.9960446336711558
704.0003,Pan,Hongjun,Hongjun Pan,neutral,0.24352055688744975,unknown,unknown,male,female,0.96,0.988164455099598
704.0007,Corichi,Alejandro,Alejandro Corichi,male,1.0,male,male,male,male,0.99,0.9957871800414088
704.0007,Vukasinac,Tatjana,Tatjana Vukasinac,female,1.0,female,female,female,female,0.98,0.9885616108974288
704.0007,Zapata,Jose A.,Jose A. Zapata,male,1.0,male,male,male,male,0.98,0.9884184136671093
704.001,Ovchinnikov,Sergei,Sergei Ovchinnikov,male,1.0,male,male,male,male,0.99,0.99690241611543
704.0009,Harvey,Paul,Paul Harvey,male,1.0,male,male,male,male,0.99,0.9925623562556511
704.0009,Merin,Bruno,Bruno Merin,male,1.0,male,male,male,male,0.99,0.9945265027502086
704.0009,Huard,Tracy L.,Tracy L. Huard,female,0.6634230363943772,unknown,female,female,female,0.92,0.9836921455775086
704.0009,Chapman,Nicholas,Nicholas Chapman,male,1.0,male,male,male,male,0.99,0.99359581445816
704.0009,Evans,Neal J.,Neal J. Evans,male,1.0,male,male,male,male,0.99,0.8055434833101283
704.0009,Myers,Philip C.,Philip C. Myers,male,1.0,male,male,male,male,0.99,0.9286362124874812
704.0014,Fujii,Koichi,Koichi Fujii,male,1.0,male,male,male,male,1.0,0.9954554455515864
704.0015,Stahn,Christian,Christian Stahn,male,0.6804163849881976,unknown,male,male,male,0.99,0.9816655399527904
704.0016,Chang,Chao-Hsi,Chao-Hsi Chang,female,0.1261130385188277,unknown,unknown,unknown,female,0.0,0.5044521540753109
704.0016,Li,Tong,Tong Li,male,0.5798289425862477,male,unknown,male,male,0.76,0.6893157703449909
704.0016,Li,Xue-Qian,Xue-Qian Li,female,0.23079329234844714,unknown,unknown,unknown,female,0.0,0.9231731693937886
704.0016,Wang,Yu-Ming,Yu-Ming Wang,male,0.1875,unknown,unknown,male,male,0.75,0.6954410736716753
704.0017,Buckley,David H.,David H. Buckley,male,1.0,male,male,male,male,0.99,0.9968561702303376
704.0017,Potter,Steven B.,Steven B. Potter,male,0.6525000000000001,male,male,male,female,0.99,0.9651588168073876
704.0017,Warner,Brian,Brian Warner,male,1.0,male,male,male,male,0.99,0.9870859132289068
704.0018,Gustavsson,Andreas,Andreas Gustavsson,male,1.0,male,male,male,male,0.99,0.993633480610524
704.0019,Konno,Norio,Norio Konno,male,1.0,male,male,male,male,1.0,0.973923185391644
704.0021,Casagrande,Vanessa,Vanessa Casagrande,female,1.0,female,female,female,female,0.98,0.991627210642951
704.0021,Togashi,Yuichi,Yuichi Togashi,male,0.6818732846868796,unknown,male,male,male,0.99,0.9874931387475184
704.0021,Mikhailov,Alexander S.,Alexander S. Mikhailov,male,1.0,male,male,male,male,0.99,0.9969019950325492
704.0022,Wiese,Anke,Anke Wiese,female,0.43,unknown,female,female,male,0.97,0.9825554727861462
704.0027,Fal'ko,Vladimir I.,Vladimir I. Fal'ko,male,1.0,male,male,male,male,0.99,0.9954179923901274
704.0029,Shu,Zhan,Zhan Shu,male,0.5729390294145926,unknown,male,male,male,0.91,0.6317561176583705
704.0034,Ogryzko,Vasily,Vasily Ogryzko,male,1.0,male,male,male,male,1.0,0.7675494307713999
704.0033,Yurkin,Maxim A.,Maxim A. Yurkin,male,1.0,male,male,male,male,0.97,0.9967293144354816
704.0033,Maltsev,Valeri P.,Valeri P. Maltsev,male,0.5668439719029333,female,male,male,male,0.55,0.9673758876117332
704.0036,Wang,Liming,Liming Wang,male,0.1625,unknown,unknown,male,male,0.65,0.5168948932965627
704.0036,Sontag,Eduardo D.,Eduardo D. Sontag,male,1.0,male,male,male,male,0.99,0.9968323149697376
704.0039,Roca,Luis,Luis Roca,male,1.0,male,male,male,male,0.99,0.9934225768480692
704.004,Popa,Mihai,Mihai Popa,male,1.0,male,male,male,male,0.96,0.9837991220209916
704.0041,Goswami,Debashish,Debashish Goswami,neutral,0.24286111945569508,unknown,unknown,male,female,1.0,0.9428889556455606
704.0042,Licata,Ignazio,Ignazio Licata,male,1.0,male,male,male,male,0.99,0.9938902652550304
704.0049,Øbro,Mikkel,Mikkel Øbro,male,0.6837043105663058,unknown,male,male,male,0.99,0.9948172422652232
704.0048,Stroeer,Alexander,Alexander Stroeer,male,1.0,male,male,male,male,0.99,0.9954596130956488
704.0048,Veitch,John,John Veitch,male,1.0,male,male,male,male,0.99,0.996878341159414
704.0048,Bloomer,Ed,Ed Bloomer,male,1.0,male,male,male,male,0.95,0.9596155088543492
704.0048,Clark,James,James Clark,male,1.0,male,male,male,male,0.99,0.99556552874361
704.0048,Christensen,Nelson,Nelson Christensen,male,1.0,male,male,male,male,0.98,0.9864370540016804
704.0048,Hendry,Martin,Martin Hendry,male,1.0,male,male,male,male,0.98,0.978880124380488
704.0048,Messenger,Chris,Chris Messenger,male,0.6265293297336559,unknown,male,male,male,0.9,0.856117318934624
704.0048,Meyer,Renate,Renate Meyer,female,1.0,female,female,female,female,0.98,0.9094603914382144
704.0048,Pitkin,Matthew,Matthew Pitkin,male,1.0,male,male,male,male,1.0,0.995807612356156
704.0048,Toher,Jennifer,Jennifer Toher,female,1.0,female,female,female,female,0.98,0.9537651380243848
704.0048,Umstaetter,Richard,Richard Umstaetter,male,1.0,male,male,male,male,0.99,0.9967724845847488
704.0048,Woan,Graham,Graham Woan,male,1.0,male,male,male,male,0.99,0.9670508521275408
704.0051,Cohen,Scott M.,Scott M. Cohen,male,1.0,male,male,male,male,0.99,0.9943132671392312
704.0052,Jaffe,Arthur,Arthur Jaffe,male,1.0,male,male,male,male,0.99,0.9945533940393684
704.0052,Ritter,Gordon,Gordon Ritter,male,1.0,male,male,male,male,0.99,0.9941209870625368
704.0057,Werner,Philipp,Philipp Werner,male,1.0,male,male,male,male,1.0,0.996850110298443
704.0057,Millis,Andrew J.,Andrew J. Millis,male,1.0,male,male,male,male,0.99,0.995819256206557
704.0055,Ziambaras,Eleni,Eleni Ziambaras,female,0.65,female,female,female,male,0.98,0.6403471083417153
704.0055,Kleis,Jesper,Jesper Kleis,male,1.0,male,male,male,male,0.99,0.9958279234403324
704.0055,Hyldgaard,Per,Per Hyldgaard,male,1.0,male,male,male,male,0.97,0.962326302997003
704.0056,Prestipino,Santi,Santi Prestipino,male,0.42000000000000004,unknown,male,male,female,0.93,0.9322966766556996
704.0056,Saija,Franz,Franz Saija,male,1.0,male,male,male,male,0.97,0.9881586069471904
704.0058,Tipler,Frank J.,Frank J. Tipler,male,1.0,male,male,male,male,0.99,0.991397926486724
704.0061,Rubin,Boris,Boris Rubin,male,1.0,male,male,male,male,0.99,0.9844494410717116
704.0062,Vinař,Tomáš,Tomáš Vinař,male,0.1875,unknown,male,unknown,male,0.0,0.996755275110486
704.0063,Choudhury,Somnath,Somnath Choudhury,male,0.6349863617251331,unknown,male,male,male,0.99,0.7999454469005324
704.0066,Iliev,Bozhidar Z.,Bozhidar Z. Iliev,male,0.6817255857209061,unknown,male,male,male,0.98,0.9969023428836246
704.0069,Robertson,John W.,John W. Robertson,male,1.0,male,male,male,male,0.99,0.9968983334422804
704.007,Yanzhang,He,He Yanzhang,male,0.17,unknown,unknown,male,male,0.68,0.5458397477227995
704.007,Chengguang,Bao,Bao Chengguang,male,0.5429427150007691,unknown,male,male,male,0.71,0.7117708600030763
704.0072,Kosovtsov,Yu. N.,Yu. N. Kosovtsov,male,0.135,unknown,unknown,male,male,0.54,0.908077617147121
704.0073,Fujino,Osamu,Osamu Fujino,male,1.0,male,male,male,male,1.0,0.9956784822447275
704.0076,Gronau,Michael,Michael Gronau,male,1.0,male,male,male,male,0.99,0.9892112056955532
704.0075,Chen,Chong,Chong Chen,male,0.1775,unknown,unknown,male,male,0.71,0.6247071005243762
704.0075,Liu,Xiang,Xiang Liu,male,0.5505810637044913,male,unknown,male,male,0.71,0.6223242548179653
704.0075,Zhu,Shi-Lin,Shi-Lin Zhu,male,0.24815257098426305,unknown,unknown,unknown,male,0.0,0.9926102839370522
704.0078,Mars,Marc,Marc Mars,male,1.0,male,male,male,male,0.99,0.991594165321822
704.0078,Vera,Raul,Raul Vera,male,1.0,male,male,male,male,0.99,0.9956150455658664
704.0079,Power,Stephen C.,Stephen C. Power,male,0.6525000000000001,male,male,male,female,0.99,0.5028258076244835
704.0079,Solel,Baruch,Baruch Solel,male,1.0,male,male,male,male,0.98,0.9882981310922349
704.0082,Kurosaki,Tetsuo,Tetsuo Kurosaki,male,1.0,male,male,male,male,1.0,0.9957538271950116
704.0082,Wadati,Miki,Miki Wadati,female,0.31431371896968796,unknown,female,male,female,0.75,0.5072548758787517
704.0084,Fouxon,Itzhak,Itzhak Fouxon,male,1.0,male,male,male,male,1.0,0.9938763341701654
704.0084,Livne,Eli,Eli Livne,female,0.5182734519445673,male,female,female,female,0.81,0.5130938077782691
704.0086,Vysotsky,Vladislav V.,Vladislav V. Vysotsky,male,1.0,male,male,male,male,0.99,0.996898846064918
704.0085,Mukhopadhyay,Partha,Partha Mukhopadhyay,male,0.590708937567974,male,unknown,male,male,0.99,0.5028357502718963
704.009,Ingber,Lester,Lester Ingber,male,0.6737161969019124,unknown,male,male,male,0.98,0.9648647876076498
704.0091,Minasyan,Ashot,Ashot Minasyan,male,1.0,male,male,male,male,0.99,0.9834370204444856
704.0092,Gattringer,Christof,Christof Gattringer,male,1.0,male,male,male,male,0.99,0.9964758042332352
704.0094,Zhao,HongSheng,HongSheng Zhao,male,0.25,unknown,unknown,male,male,1.0,0.6919889483745632
704.0095,Breuillard,Emmanuel,Emmanuel Breuillard,male,1.0,male,male,male,male,0.99,0.9772830422475256
704.0097,Kawahigashi,Yasuyuki,Yasuyuki Kawahigashi,male,0.6790657453767122,unknown,male,male,male,1.0,0.9662629815068484
704.0098,Raymond,Jack,Jack Raymond,male,1.0,male,male,male,male,0.98,0.9914710960576234
704.0101,Di Vecchia,Paolo,Paolo Di Vecchia,male,1.0,male,male,male,male,0.99,0.9367056653484632
704.01,Ida,Daisuke,Daisuke Ida,male,1.0,male,male,male,male,1.0,0.8790878950432292
704.01,Siino,Masaru,Masaru Siino,male,1.0,male,male,male,male,0.99,0.9574014127549012
704.0104,Gaiffi,Giovanni,Giovanni Gaiffi,male,0.6666427227819556,unknown,male,male,male,0.99,0.9265708911278224
704.0104,Grassi,Michele,Michele Grassi,female,0.3815844810083615,unknown,female,male,female,0.86,0.7763379240334459
704.0102,Herzog,Juergen,Juergen Herzog,male,0.7134836672767546,male,unknown,male,male,0.99,0.9939346691070188
704.0102,Srinivasan,Hema,Hema Srinivasan,female,0.6324468635281573,female,female,male,female,0.66,0.9097874541126288
704.0103,Gemelli,Gianluca,Gianluca Gemelli,male,1.0,male,male,male,male,0.99,0.9251382923094428
704.0105,Polterovich,Leonid,Leonid Polterovich,male,1.0,male,male,male,male,1.0,0.9913313933766036
704.0106,Wang,Xin-Nian,Xin-Nian Wang,male,0.24790917970172954,unknown,unknown,unknown,male,0.0,0.9916367188069182
704.0106,Zhang,Ben-Wei,Ben-Wei Zhang,male,0.17201984899505138,unknown,unknown,unknown,male,0.0,0.6880793959802055
704.0108,Gubin,Sergey,Sergey Gubin,male,1.0,male,male,male,male,1.0,0.996512200440505
704.0109,Durgun,Engin,Engin Durgun,male,0.6736220939911903,unknown,male,male,male,0.97,0.9744883759647612
704.0109,Cakir,Deniz,Deniz Cakir,male,0.27930550526894626,unknown,female,male,male,0.6,0.5172220210757851
704.0109,Ciraci,Salim,Salim Ciraci,male,1.0,male,male,male,male,0.98,0.9421366206871368
704.0113,Li,Xiaolin,Xiaolin Li,female,0.1375,unknown,unknown,female,female,0.55,0.5322663767632719
704.0113,Zhang,Li,Li Zhang,female,0.1575,unknown,unknown,female,female,0.63,0.6424878533206081
704.0113,Wang,Xinran,Xinran Wang,female,0.1675,unknown,unknown,female,female,0.67,0.5341283764118236
704.0113,Sun,Xiaoming,Xiaoming Sun,male,0.2025,unknown,unknown,male,male,0.81,0.5650015505415772
704.0113,Dai,Hongjie,Hongjie Dai,male,0.2025,unknown,unknown,male,male,0.81,0.995831081752404
704.0116,Hong,Soon-Tae,Soon-Tae Hong,male,0.25,unknown,unknown,male,male,1.0,0.5836218191218395
704.0115,Ando,Yoshifumi,Yoshifumi Ando,male,0.6833175606251769,unknown,male,male,male,0.99,0.9932702425007076
704.0118,Welander,Paul B.,Paul B. Welander,male,1.0,male,male,male,male,0.99,0.996001994452478
704.0118,Eckstein,James N.,James N. Eckstein,male,1.0,male,male,male,male,0.99,0.9956578363475846
704.0114,Yao,Dao-Xin,Dao-Xin Yao,male,0.14575715029870598,unknown,unknown,unknown,male,0.0,0.5830286011948239
704.0121,Ahn,Changhyun,Changhyun Ahn,male,0.6833535855158872,unknown,male,male,male,0.99,0.9934143420635486
704.012,Cheng,Xiao-Dong,Xiao-Dong Cheng,male,0.25,unknown,unknown,male,male,1.0,0.9859280508023404
704.012,Li,Hai-Bo,Hai-Bo Li,male,0.17181420014458315,unknown,unknown,unknown,male,0.0,0.6872568005783326
704.012,Wang,Yi-Fang,Yi-Fang Wang,female,0.25,unknown,unknown,female,female,1.0,0.8655047831750542
704.0124,Coupet,Bernard,Bernard Coupet,male,1.0,male,male,male,male,0.98,0.9927473531022412
704.0124,Sukhov,Alexandre,Alexandre Sukhov,male,0.6842253248325995,unknown,male,male,male,0.99,0.996901299330398
704.0125,Wirth,Jens,Jens Wirth,male,1.0,male,male,male,male,0.99,0.994930745512994
704.0127,Roshchin,Igor V.,Igor V. Roshchin,male,1.0,male,male,male,male,0.99,0.9969021781120624
704.0127,Schuller,Ivan K.,Ivan K. Schuller,male,1.0,male,male,male,male,0.99,0.9860038743481604
704.0127,Liu,Kai,Kai Liu,male,0.5825143092624868,unknown,male,male,male,0.93,0.650057237049947
704.0126,Yang,Huan,Huan Yang,male,0.6366709664754431,male,unknown,male,male,0.82,0.8566838659017726
704.0126,Jia,Ying,Ying Jia,female,0.215,unknown,unknown,female,female,0.86,0.7048863575887867
704.0126,Shan,Lei,Lei Shan,female,0.1275,unknown,unknown,female,female,0.51,0.631130261144695
704.0126,Wen,Hai-Hu,Hai-Hu Wen,female,0.24019576751628946,unknown,unknown,unknown,female,0.0,0.9607830700651578
704.0126,Zhuang,Chenggang,Chenggang Zhuang,male,0.25,unknown,unknown,male,male,1.0,0.769990238415666
704.0126,Li,Qi,Qi Li,male,0.3775,male,unknown,male,female,0.64,0.5076375923437866
704.0126,Cui,Yi,Yi Cui,female,0.125,unknown,unknown,female,female,0.5,0.5135369708226304
704.0129,Sorrentino,Alfonso,Alfonso Sorrentino,male,1.0,male,male,male,male,0.99,0.9935332824347628
704.013,Bouarroudj,Sofiane,Sofiane Bouarroudj,male,0.4325,unknown,male,male,female,0.98,0.5030000579212639
704.013,Grozman,Pavel,Pavel Grozman,male,1.0,male,male,male,male,0.98,0.9957901374055363
704.013,Leites,Dimitry,Dimitry Leites,male,0.7091962504025662,male,unknown,male,male,0.98,0.9867850016102644
704.0136,Weng,Zihua,Zihua Weng,male,0.2325,unknown,unknown,male,male,0.93,0.5242758683941938
704.0135,Menicucci,Nicolas C.,Nicolas C. Menicucci,male,1.0,male,male,male,male,0.99,0.9866030656935976
704.0138,Barausse,Enrico,Enrico Barausse,male,1.0,male,male,male,male,0.99,0.9959309229853645
704.0138,Hughes,Scott A.,Scott A. Hughes,male,1.0,male,male,male,male,0.99,0.9957082090035246
704.0138,Rezzolla,Luciano,Luciano Rezzolla,male,1.0,male,male,male,male,0.99,0.9906643388475512
704.014,Cadoni,Mariano,Mariano Cadoni,male,1.0,male,male,male,male,0.98,0.97010995127749
704.0149,Gourgoulhon,Eric,Eric Gourgoulhon,male,1.0,male,male,male,male,0.99,0.9957422275651912
704.015,Gu,Bo,Bo Gu,male,0.5532612242576874,unknown,male,male,male,0.79,0.6730448970307497
704.015,Su,Gang,Gang Su,male,0.235,unknown,unknown,male,male,0.94,0.7152233693772311
704.0154,Eichstaedt,Fabian,Fabian Eichstaedt,male,1.0,male,male,male,male,0.99,0.989165938861256
704.0154,Leupold,Stefan,Stefan Leupold,male,1.0,male,male,male,male,0.98,0.9941895961786502
704.0154,Mosel,Ulrich,Ulrich Mosel,male,1.0,male,male,male,male,0.98,0.9804592123156924
704.0154,Muehlich,Pascal,Pascal Muehlich,male,1.0,male,male,male,male,0.99,0.990591384302184
704.0155,van der Tak,Floris,Floris van der Tak,male,0.4175,unknown,male,male,female,0.92,0.5604690749167476
704.0155,Schoeier,Fredrik,Fredrik Schoeier,male,1.0,male,male,male,male,0.99,0.9958129245413998
704.0156,He,Han,Han He,male,0.1825,unknown,unknown,male,male,0.73,0.6302038891903127
704.0158,Yang,Huijie,Huijie Yang,female,0.145,unknown,unknown,female,female,0.58,0.5871248846158748
704.0163,Brommer,Peter,Peter Brommer,male,1.0,male,male,male,male,0.99,0.9957627347841872
704.0164,Rosati,Lilia,Lilia Rosati,female,1.0,female,female,female,female,0.98,0.9965940003671055
704.0166,Saad,Fouad,Fouad Saad,male,1.0,male,male,male,male,0.98,0.9866866183265316
704.0166,Uranga,Angel M.,Angel M. Uranga,male,0.516189044775726,unknown,male,male,male,0.68,0.6347561791029039
704.0165,Abu-Hamed,Mohammad,Mohammad Abu-Hamed,male,1.0,male,male,male,male,0.98,0.9946481855583128
704.0165,Gelaki,Shlomo,Shlomo Gelaki,male,1.0,male,male,male,male,0.99,0.9709636915266192
704.0169,Calucci,Giorgio,Giorgio Calucci,male,1.0,male,male,male,male,0.99,0.9947583232647748
704.0167,Eeg,Jan O.,Jan O. Eeg,male,0.5940307569089112,unknown,male,male,male,0.95,0.6761230276356448
704.017,Fausti,Daniele,Daniele Fausti,female,0.3273705583280582,unknown,female,male,female,0.95,0.5594822333122329
704.017,Macovez,Roberto,Roberto Macovez,male,1.0,male,male,male,male,0.99,0.9956065579217952
704.017,Luzon,Javier,Javier Luzon,male,1.0,male,male,male,male,0.99,0.9955753661682568
704.017,Rudolf,Petra,Petra Rudolf,female,1.0,female,female,female,female,0.99,0.9675667822056832
704.017,Tristan,Natalia,Natalia Tristan,female,1.0,female,female,female,female,0.98,0.9954721791404548
704.017,Buchner,Bernd,Bernd Buchner,male,1.0,male,male,male,male,0.99,0.996469817533146
704.017,van Smaalen,Sander,Sander van Smaalen,male,0.6701639491130265,unknown,male,male,male,0.98,0.950655796452106
704.017,Moller,Angela,Angela Moller,female,1.0,female,female,female,female,0.99,0.9875571078349228
704.017,Meyer,Gerd,Gerd Meyer,male,0.6505693298966826,unknown,male,male,male,0.93,0.92227731958673
704.017,Taetz,Timo,Timo Taetz,male,1.0,male,male,male,male,0.99,0.9903144606284866
704.0174,Botella,Francisco J.,Francisco J. Botella,male,1.0,male,male,male,male,0.99,0.9958294795836172
704.0174,Nebot,Miguel,Miguel Nebot,male,1.0,male,male,male,male,0.99,0.9949165724589256
704.0175,Amendola,Luca,Luca Amendola,male,0.6057250028760912,unknown,male,male,male,0.96,0.7129000115043648
704.0175,Charmousis,Christos,Christos Charmousis,male,1.0,male,male,male,male,0.99,0.9950506694553012
704.0176,Huang,Jing,Jing Huang,female,0.1875,unknown,unknown,female,female,0.75,0.5614121644011452
704.0176,Ren,Hao,Hao Ren,male,0.2225,unknown,unknown,male,male,0.89,0.6723755548386156
704.0176,Su,Haibin,Haibin Su,male,0.2325,unknown,unknown,male,male,0.93,0.8085578431130841
704.0176,Yang,Jinlong,Jinlong Yang,male,0.2475,unknown,unknown,male,male,0.99,0.909262133800358
704.0179,Zavatta,Alessandro,Alessandro Zavatta,male,1.0,male,male,male,male,0.99,0.9932165349439606
704.0179,Parigi,Valentina,Valentina Parigi,female,1.0,female,female,female,female,0.99,0.991594456599236
704.0179,Bellini,Marco,Marco Bellini,male,1.0,male,male,male,male,0.99,0.9883836652947856
704.0178,Holst,Bastian,Bastian Holst,male,1.0,male,male,male,male,0.99,0.9934009242971884
704.0178,Nettelmann,Nadine,Nadine Nettelmann,female,1.0,female,female,female,female,0.98,0.9884754547970422
704.0178,Redmer,Ronald,Ronald Redmer,male,1.0,male,male,male,male,0.99,0.995794088679854
704.018,Rodin,Vadim,Vadim Rodin,male,1.0,male,male,male,male,1.0,0.9958260336873622
704.0181,Goh,Joel,Joel Goh,male,1.0,male,male,male,male,0.98,0.9914604153418805
704.0181,Fushman,Ilya,Ilya Fushman,male,0.6575965278949115,unknown,male,male,male,0.97,0.910386111579646
704.0181,Englund,Dirk,Dirk Englund,male,1.0,male,male,male,male,0.99,0.9959379349307288
704.0181,Vuckovic,Jelena,Jelena Vuckovic,female,1.0,female,female,female,female,0.98,0.9796357103044012
704.0186,Takahashi,Ryo,Ryo Takahashi,male,0.7000702776552833,male,unknown,male,male,0.96,0.9702811106211332
704.0186,Tanimoto,Morimitsu,Morimitsu Tanimoto,male,0.25,unknown,unknown,male,male,1.0,0.8667688550490041
704.0191,Mirny,Leonid A.,Leonid A. Mirny,male,1.0,male,male,male,male,1.0,0.9932849746491592
704.0191,Kardar,Mehran,Mehran Kardar,male,1.0,male,male,male,male,0.98,0.9792200191947904
704.0193,Yuan,Shengjun,Shengjun Yuan,male,0.225,unknown,unknown,male,male,0.9,0.6541818297274559
704.0193,De Raedt,Hans,Hans De Raedt,male,1.0,male,male,male,male,0.97,0.9942400742920254
704.0193,Miyashita,Seiji,Seiji Miyashita,male,1.0,male,male,male,male,1.0,0.9823417473015762
704.0196,Piesciuk,Karolina,Karolina Piesciuk,female,1.0,female,female,female,female,0.98,0.99578228840291
704.0196,Praszalowicz,Michal,Michal Praszalowicz,male,0.5954154514257572,unknown,male,male,male,0.99,0.6416618057030291
704.0197,Schober,Steffen,Steffen Schober,male,1.0,male,male,male,male,1.0,0.9807968442160244
704.0195,Drinfeld,Vladimir,Vladimir Drinfeld,male,1.0,male,male,male,male,0.99,0.9966531350499436
704.0195,Nikshych,Dmitri,Dmitri Nikshych,male,1.0,male,male,male,male,1.0,0.995822957800046
704.0195,Ostrik,Victor,Victor Ostrik,male,1.0,male,male,male,male,0.99,0.994572287662286
704.0199,Müller,Thomas,Thomas Müller,male,1.0,male,male,male,male,0.99,0.9967613167344294
704.0202,Perdrix,Simon,Simon Perdrix,male,1.0,male,male,male,male,0.98,0.9867603188267065
704.0201,Wang,Weiqiang,Weiqiang Wang,male,0.25,unknown,unknown,male,male,1.0,0.8765684625101245
704.0203,Lada,Charles J.,Charles J. Lada,male,1.0,male,male,male,male,0.99,0.9382152129342975
704.0203,Young,Erick,Erick Young,male,0.65,male,male,male,female,0.98,0.6958998065339556
704.0204,Pala,Marco G.,Marco G. Pala,male,1.0,male,male,male,male,0.99,0.990778474980896
704.0204,König,Jürgen,Jürgen König,male,0.6821311813167183,unknown,male,male,male,0.99,0.9885247252668734
704.0206,Lepri,Stefano,Stefano Lepri,male,1.0,male,male,male,male,0.99,0.9892768016159184
704.0207,Prakash,M,M Prakash,neutral,0.13937961055853926,unknown,unknown,female,male,0.6,0.5150368844683141
704.0208,Hagge,Tobias J.,Tobias J. Hagge,male,0.655,male,male,male,female,1.0,0.6846255010228686
704.021,Dancer,Andrew,Andrew Dancer,male,1.0,male,male,male,male,0.99,0.994257011135025
704.0211,Kühn,Daniela,Daniela Kühn,female,1.0,female,female,female,female,0.98,0.9699233086222572
704.0211,Osthus,Deryk,Deryk Osthus,male,0.715121675263543,male,unknown,male,male,1.0,0.9904867010541716
704.0209,Park,Sangwook,Sangwook Park,male,0.6677786594702559,unknown,male,male,male,0.97,0.9511146378810238
704.0209,Burrows,David N.,David N. Burrows,male,1.0,male,male,male,male,0.99,0.9957384411403846
704.0209,Garmire,Gordon P.,Gordon P. Garmire,male,1.0,male,male,male,male,0.99,0.995617380232024
704.0214,Znojil,Miloslav,Miloslav Znojil,male,0.684041865429179,unknown,male,male,male,0.99,0.996167461716716
704.0215,Puchała,Zbigniew,Zbigniew Puchała,male,1.0,male,male,male,male,1.0,0.9793201582480128
704.0215,Rolski,Tomasz,Tomasz Rolski,male,1.0,male,male,male,male,1.0,0.9968925115137534
704.0216,Pankratov,Oleg,Oleg Pankratov,male,1.0,male,male,male,male,1.0,0.99690241611543
704.0218,Pritykin,Yuri,Yuri Pritykin,male,0.5430102822843894,unknown,male,male,male,0.76,0.6620411291375575
704.0217,Honig,Michael L.,Michael L. Honig,male,1.0,male,male,male,male,0.99,0.9869486803753172
704.0219,Gelfand,Joseph D.,Joseph D. Gelfand,male,1.0,male,male,male,male,0.99,0.995793125152512
704.0219,Slane,Patrick O.,Patrick O. Slane,male,1.0,male,male,male,male,0.99,0.9913507262135244
704.0219,Patnaude,Daniel J.,Daniel J. Patnaude,male,1.0,male,male,male,male,0.99,0.9950653541490788
704.0219,Hughes,John P.,John P. Hughes,male,1.0,male,male,male,male,0.99,0.9968640060335124
704.0219,Camilo,Fernando,Fernando Camilo,male,1.0,male,male,male,male,0.99,0.9914289335425116
704.0222,Sanchez-Conde,Miguel A.,Miguel A. Sanchez-Conde,male,1.0,male,male,male,male,0.99,0.9955109993444764
704.0221,Krauss,Lawrence M.,Lawrence M. Krauss,male,1.0,male,male,male,male,0.98,0.993281072772815
704.0221,Scherrer,Robert J.,Robert J. Scherrer,male,1.0,male,male,male,male,0.99,0.9968533508058308
704.0223,Lou,Yu-Qing,Yu-Qing Lou,female,0.15035024134014857,unknown,unknown,unknown,female,0.0,0.6014009653605943
704.0231,Ortega-Cerda,Joaquim,Joaquim Ortega-Cerda,male,1.0,male,male,male,male,0.98,0.9946717884025582
704.0232,Bergbauer,Christoph,Christoph Bergbauer,male,1.0,male,male,male,male,1.0,0.995747586678398
704.0233,Tomadin,Andrea,Andrea Tomadin,female,0.4259215322635182,unknown,female,male,female,0.62,0.9536861290540728
704.0233,Mannella,Riccardo,Riccardo Mannella,male,1.0,male,male,male,male,0.99,0.9958318497465672
704.0233,Wimberger,Sandro,Sandro Wimberger,male,1.0,male,male,male,male,0.99,0.9884993531427126
704.0236,Gerhardt,Claus,Claus Gerhardt,male,1.0,male,male,male,male,0.96,0.9650639645321936
704.0235,Rizzo,Thomas G.,Thomas G. Rizzo,male,1.0,male,male,male,male,0.99,0.9965892036838536
704.0237,Mauche,Christopher W.,Christopher W. Mauche,male,1.0,male,male,male,male,0.99,0.9903047253007704
704.0237,Liedahl,Duane A.,Duane A. Liedahl,male,1.0,male,male,male,male,0.99,0.9361917871282056
704.0238,Bower,Geoffrey C.,Geoffrey C. Bower,male,1.0,male,male,male,male,0.99,0.9876834700506174
704.0238,Ulvestad,Jim,Jim Ulvestad,male,1.0,male,male,male,male,0.98,0.9753180581341936
704.0239,Dzubiella,Joachim,Joachim Dzubiella,male,1.0,male,male,male,male,0.99,0.9946155988147264
704.0242,Fish,Vincent L.,Vincent L. Fish,male,1.0,male,male,male,male,0.99,0.9897214348571202
704.0245,Spence,Bill,Bill Spence,male,1.0,male,male,male,male,0.97,0.9871438105460209
704.0245,Travaglini,Gabriele,Gabriele Travaglini,female,0.3454883137189623,unknown,female,male,female,0.85,0.6319532548758493
704.0245,Zoubos,Konstantinos,Konstantinos Zoubos,male,1.0,male,male,male,male,0.99,0.9963901962527552
704.0248,Weder,Ricardo,Ricardo Weder,male,1.0,male,male,male,male,0.99,0.9968216231261532
704.0249,Ortloff,Jutta,Jutta Ortloff,female,0.6475,female,female,female,male,0.97,0.996695536265254
